,Tf,In_Degree,Out_Degree,Total_Connections,file
3221,E2F2,100,101,201,MM2.H3K27ac_DEGREE_TABLE.txt
3222,ELF2,86,95,181,MM2.H3K27ac_DEGREE_TABLE.txt
3223,ELK3,98,77,175,MM2.H3K27ac_DEGREE_TABLE.txt
3224,ELK4,82,98,180,MM2.H3K27ac_DEGREE_TABLE.txt
3225,ERF,110,90,200,MM2.H3K27ac_DEGREE_TABLE.txt
3226,ESR1,87,122,209,MM2.H3K27ac_DEGREE_TABLE.txt
3227,ETV6,92,109,201,MM2.H3K27ac_DEGREE_TABLE.txt
3228,FLI1,115,121,236,MM2.H3K27ac_DEGREE_TABLE.txt
3229,FOS,91,99,190,MM2.H3K27ac_DEGREE_TABLE.txt
3230,FOSL2,104,79,183,MM2.H3K27ac_DEGREE_TABLE.txt
3231,FOXO3,102,121,223,MM2.H3K27ac_DEGREE_TABLE.txt
3232,FOXP2,96,105,201,MM2.H3K27ac_DEGREE_TABLE.txt
3233,HAP1,90,8,98,MM2.H3K27ac_DEGREE_TABLE.txt
3234,HBP1,99,112,211,MM2.H3K27ac_DEGREE_TABLE.txt
3235,HES7,92,112,204,MM2.H3K27ac_DEGREE_TABLE.txt
3236,HEY1,93,45,138,MM2.H3K27ac_DEGREE_TABLE.txt
3237,HIVEP2,119,92,211,MM2.H3K27ac_DEGREE_TABLE.txt
3238,IKZF1,112,116,228,MM2.H3K27ac_DEGREE_TABLE.txt
3239,IKZF3,103,124,227,MM2.H3K27ac_DEGREE_TABLE.txt
3240,IRF1,123,120,243,MM2.H3K27ac_DEGREE_TABLE.txt
3241,IRF2,117,86,203,MM2.H3K27ac_DEGREE_TABLE.txt
3242,IRF3,98,118,216,MM2.H3K27ac_DEGREE_TABLE.txt
3243,IRF4,111,105,216,MM2.H3K27ac_DEGREE_TABLE.txt
3244,JUN,96,100,196,MM2.H3K27ac_DEGREE_TABLE.txt
3245,JUNB,113,105,218,MM2.H3K27ac_DEGREE_TABLE.txt
3246,JUND,89,124,213,MM2.H3K27ac_DEGREE_TABLE.txt
3247,KLF13,123,71,194,MM2.H3K27ac_DEGREE_TABLE.txt
3248,KLF15,72,124,196,MM2.H3K27ac_DEGREE_TABLE.txt
3249,KLF2,102,112,214,MM2.H3K27ac_DEGREE_TABLE.txt
3250,KLF3,102,113,215,MM2.H3K27ac_DEGREE_TABLE.txt
3251,KLF6,111,99,210,MM2.H3K27ac_DEGREE_TABLE.txt
3252,KLF7,75,124,199,MM2.H3K27ac_DEGREE_TABLE.txt
3253,KLF9,115,111,226,MM2.H3K27ac_DEGREE_TABLE.txt
3254,MEF2A,95,117,212,MM2.H3K27ac_DEGREE_TABLE.txt
3255,MEF2C,113,111,224,MM2.H3K27ac_DEGREE_TABLE.txt
3256,MEF2D,119,100,219,MM2.H3K27ac_DEGREE_TABLE.txt
3257,MIXL1,96,81,177,MM2.H3K27ac_DEGREE_TABLE.txt
3258,MXI1,102,93,195,MM2.H3K27ac_DEGREE_TABLE.txt
3259,MYBL2,77,78,155,MM2.H3K27ac_DEGREE_TABLE.txt
3260,MYC,108,79,187,MM2.H3K27ac_DEGREE_TABLE.txt
3261,MYNN,91,69,160,MM2.H3K27ac_DEGREE_TABLE.txt
3262,MZF1,87,123,210,MM2.H3K27ac_DEGREE_TABLE.txt
3263,NFE2L2,109,77,186,MM2.H3K27ac_DEGREE_TABLE.txt
3264,NFE2L3,103,107,210,MM2.H3K27ac_DEGREE_TABLE.txt
3265,NFKB1,86,119,205,MM2.H3K27ac_DEGREE_TABLE.txt
3266,NFKB2,80,98,178,MM2.H3K27ac_DEGREE_TABLE.txt
3267,NFYA,87,78,165,MM2.H3K27ac_DEGREE_TABLE.txt
3268,NHLH1,96,96,192,MM2.H3K27ac_DEGREE_TABLE.txt
3269,NR1D1,105,110,215,MM2.H3K27ac_DEGREE_TABLE.txt
3270,NR1D2,95,68,163,MM2.H3K27ac_DEGREE_TABLE.txt
3271,NR3C1,94,99,193,MM2.H3K27ac_DEGREE_TABLE.txt
3272,NR4A2,104,110,214,MM2.H3K27ac_DEGREE_TABLE.txt
3273,PBX2,96,73,169,MM2.H3K27ac_DEGREE_TABLE.txt
3274,PLAGL2,103,125,228,MM2.H3K27ac_DEGREE_TABLE.txt
3275,POU2F1,97,120,217,MM2.H3K27ac_DEGREE_TABLE.txt
3276,POU5F1,88,119,207,MM2.H3K27ac_DEGREE_TABLE.txt
3277,POU6F1,78,111,189,MM2.H3K27ac_DEGREE_TABLE.txt
3278,PRDM1,123,122,245,MM2.H3K27ac_DEGREE_TABLE.txt
3279,PRDM10,80,67,147,MM2.H3K27ac_DEGREE_TABLE.txt
3280,RFX1,82,117,199,MM2.H3K27ac_DEGREE_TABLE.txt
3281,RFX3,106,105,211,MM2.H3K27ac_DEGREE_TABLE.txt
3282,RUNX1,110,82,192,MM2.H3K27ac_DEGREE_TABLE.txt
3283,RXRB,84,107,191,MM2.H3K27ac_DEGREE_TABLE.txt
3284,SIN3A,99,125,224,MM2.H3K27ac_DEGREE_TABLE.txt
3285,SMAD4,67,109,176,MM2.H3K27ac_DEGREE_TABLE.txt
3286,SP3,79,124,203,MM2.H3K27ac_DEGREE_TABLE.txt
3287,SREBF2,97,90,187,MM2.H3K27ac_DEGREE_TABLE.txt
3288,TBX6,100,81,181,MM2.H3K27ac_DEGREE_TABLE.txt
3289,TCF12,81,113,194,MM2.H3K27ac_DEGREE_TABLE.txt
3290,TCF3,112,125,237,MM2.H3K27ac_DEGREE_TABLE.txt
3291,TCF4,117,99,216,MM2.H3K27ac_DEGREE_TABLE.txt
3292,THRA,105,112,217,MM2.H3K27ac_DEGREE_TABLE.txt
3293,TP53,96,96,192,MM2.H3K27ac_DEGREE_TABLE.txt
3294,USF1,114,87,201,MM2.H3K27ac_DEGREE_TABLE.txt
3295,XBP1,118,74,192,MM2.H3K27ac_DEGREE_TABLE.txt
3296,ZBED6,105,87,192,MM2.H3K27ac_DEGREE_TABLE.txt
3297,ZBTB1,92,63,155,MM2.H3K27ac_DEGREE_TABLE.txt
3298,ZBTB11,105,124,229,MM2.H3K27ac_DEGREE_TABLE.txt
3299,ZBTB20,88,72,160,MM2.H3K27ac_DEGREE_TABLE.txt
3300,ZBTB38,123,75,198,MM2.H3K27ac_DEGREE_TABLE.txt
3301,ZBTB7B,114,112,226,MM2.H3K27ac_DEGREE_TABLE.txt
3302,ZFP91,101,95,196,MM2.H3K27ac_DEGREE_TABLE.txt
3303,ZFX,87,125,212,MM2.H3K27ac_DEGREE_TABLE.txt
3304,ZNF124,103,105,208,MM2.H3K27ac_DEGREE_TABLE.txt
3305,ZNF143,83,111,194,MM2.H3K27ac_DEGREE_TABLE.txt
3306,ZNF215,85,92,177,MM2.H3K27ac_DEGREE_TABLE.txt
3307,ZNF217,113,65,178,MM2.H3K27ac_DEGREE_TABLE.txt
3308,ZNF274,62,80,142,MM2.H3K27ac_DEGREE_TABLE.txt
3309,ZNF280D,78,53,131,MM2.H3K27ac_DEGREE_TABLE.txt
3310,ZNF329,62,108,170,MM2.H3K27ac_DEGREE_TABLE.txt
3311,ZNF460,89,125,214,MM2.H3K27ac_DEGREE_TABLE.txt
3312,ZNF483,77,110,187,MM2.H3K27ac_DEGREE_TABLE.txt
3313,ZNF526,110,115,225,MM2.H3K27ac_DEGREE_TABLE.txt
3314,ZNF543,89,116,205,MM2.H3K27ac_DEGREE_TABLE.txt
3315,ZNF544,62,117,179,MM2.H3K27ac_DEGREE_TABLE.txt
3316,ZNF580,94,119,213,MM2.H3K27ac_DEGREE_TABLE.txt
3317,ZNF581,94,97,191,MM2.H3K27ac_DEGREE_TABLE.txt
3318,ZNF592,82,43,125,MM2.H3K27ac_DEGREE_TABLE.txt
3319,ZNF655,70,118,188,MM2.H3K27ac_DEGREE_TABLE.txt
3320,ZNF672,107,117,224,MM2.H3K27ac_DEGREE_TABLE.txt
3321,ZNF687,87,52,139,MM2.H3K27ac_DEGREE_TABLE.txt
3322,ZNF689,64,100,164,MM2.H3K27ac_DEGREE_TABLE.txt
3323,ZNF692,107,109,216,MM2.H3K27ac_DEGREE_TABLE.txt
3324,ZNF784,94,102,196,MM2.H3K27ac_DEGREE_TABLE.txt
3325,ZNF805,89,109,198,MM2.H3K27ac_DEGREE_TABLE.txt
3326,AIRE,37,36,73,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3327,BATF,39,34,73,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3328,BHLHE41,40,25,65,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3329,CEBPD,38,33,71,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3330,CREB3L2,40,33,73,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3331,DDIT3,33,36,69,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3332,ETS1,37,41,78,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3333,ETV6,40,41,81,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3334,FLI1,40,41,81,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3335,FOSL1,36,33,69,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3336,FOXH1,27,40,67,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3337,FOXO3,30,41,71,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3338,HBP1,34,37,71,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3339,HES1,41,39,80,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3340,HIVEP2,36,38,74,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3341,IKZF1,39,38,77,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3342,IRF4,40,40,80,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3343,JUNB,37,38,75,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3344,KLF13,38,31,69,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3345,KLF2,38,41,79,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3346,MEF2D,38,39,77,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3347,MYBL2,39,34,73,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3348,NFE2L3,40,40,80,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3349,NFKB2,31,40,71,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3350,OVOL1,34,34,68,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3351,PRDM1,39,39,78,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3352,PRDM10,31,30,61,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3353,RELA,30,41,71,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3354,RREB1,37,41,78,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3355,RUNX2,37,41,78,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3356,SIN3A,36,41,77,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3357,ZBTB1,37,30,67,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3358,ZBTB38,38,37,75,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3359,ZFP91,37,39,76,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3360,ZNF16,32,39,71,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3361,ZNF217,41,26,67,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3362,ZNF250,37,41,78,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3363,ZNF434,37,11,48,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3364,ZNF652,32,41,73,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3365,ZNF75A,37,41,78,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3366,ZNF775,41,40,81,KMS-12-BM.H3K27ac_DEGREE_TABLE.txt
3367,ARF1,145,62,207,H929_H3K27ac_DEGREE_TABLE.txt
3368,ARF4,142,107,249,H929_H3K27ac_DEGREE_TABLE.txt
3369,ARID3A,130,139,269,H929_H3K27ac_DEGREE_TABLE.txt
3370,ARNT,147,105,252,H929_H3K27ac_DEGREE_TABLE.txt
3371,ATF4,145,147,292,H929_H3K27ac_DEGREE_TABLE.txt
3372,ATF5,149,149,298,H929_H3K27ac_DEGREE_TABLE.txt
3373,BCL6B,144,153,297,H929_H3K27ac_DEGREE_TABLE.txt
3374,BHLHE40,139,131,270,H929_H3K27ac_DEGREE_TABLE.txt
3375,CAMTA2,148,51,199,H929_H3K27ac_DEGREE_TABLE.txt
3376,CEBPB,130,137,267,H929_H3K27ac_DEGREE_TABLE.txt
3377,CHD2,146,149,295,H929_H3K27ac_DEGREE_TABLE.txt
3378,CREB3L2,150,141,291,H929_H3K27ac_DEGREE_TABLE.txt
3379,CREB3L4,152,125,277,H929_H3K27ac_DEGREE_TABLE.txt
3380,CST6,147,65,212,H929_H3K27ac_DEGREE_TABLE.txt
3381,CTCF,139,153,292,H929_H3K27ac_DEGREE_TABLE.txt
3382,CTCFL,144,153,297,H929_H3K27ac_DEGREE_TABLE.txt
3383,CTF1,129,137,266,H929_H3K27ac_DEGREE_TABLE.txt
3384,CUX1,146,123,269,H929_H3K27ac_DEGREE_TABLE.txt
3385,DBP,141,142,283,H929_H3K27ac_DEGREE_TABLE.txt
3386,DDIT3,134,147,281,H929_H3K27ac_DEGREE_TABLE.txt
3387,DMRTC2,144,116,260,H929_H3K27ac_DEGREE_TABLE.txt
3388,DUX4,100,138,238,H929_H3K27ac_DEGREE_TABLE.txt
3389,E2F1,139,145,284,H929_H3K27ac_DEGREE_TABLE.txt
3390,E2F2,142,151,293,H929_H3K27ac_DEGREE_TABLE.txt
3391,E2F3,147,152,299,H929_H3K27ac_DEGREE_TABLE.txt
3392,E2F4,150,146,296,H929_H3K27ac_DEGREE_TABLE.txt
3393,E2F6,138,152,290,H929_H3K27ac_DEGREE_TABLE.txt
3394,ELF1,148,152,300,H929_H3K27ac_DEGREE_TABLE.txt
3395,ETV3,152,127,279,H929_H3K27ac_DEGREE_TABLE.txt
3396,FIZ1,146,152,298,H929_H3K27ac_DEGREE_TABLE.txt
3397,FLI1,150,153,303,H929_H3K27ac_DEGREE_TABLE.txt
3398,FOSB,137,83,220,H929_H3K27ac_DEGREE_TABLE.txt
3399,FOSL1,152,129,281,H929_H3K27ac_DEGREE_TABLE.txt
3400,FOSL2,132,133,265,H929_H3K27ac_DEGREE_TABLE.txt
3401,FOXH1,137,140,277,H929_H3K27ac_DEGREE_TABLE.txt
3402,FOXJ1,149,151,300,H929_H3K27ac_DEGREE_TABLE.txt
3403,FOXO3,143,153,296,H929_H3K27ac_DEGREE_TABLE.txt
3404,FOXR1,149,148,297,H929_H3K27ac_DEGREE_TABLE.txt
3405,GFI1,141,151,292,H929_H3K27ac_DEGREE_TABLE.txt
3406,GLI1,142,151,293,H929_H3K27ac_DEGREE_TABLE.txt
3407,GMEB2,130,100,230,H929_H3K27ac_DEGREE_TABLE.txt
3408,HES5,143,125,268,H929_H3K27ac_DEGREE_TABLE.txt
3409,HES7,142,153,295,H929_H3K27ac_DEGREE_TABLE.txt
3410,HINFP,147,148,295,H929_H3K27ac_DEGREE_TABLE.txt
3411,ID1,140,150,290,H929_H3K27ac_DEGREE_TABLE.txt
3412,IKZF1,143,152,295,H929_H3K27ac_DEGREE_TABLE.txt
3413,IKZF3,148,153,301,H929_H3K27ac_DEGREE_TABLE.txt
3414,IRF1,152,153,305,H929_H3K27ac_DEGREE_TABLE.txt
3415,IRF2,153,137,290,H929_H3K27ac_DEGREE_TABLE.txt
3416,IRF3,145,152,297,H929_H3K27ac_DEGREE_TABLE.txt
3417,IRF4,149,149,298,H929_H3K27ac_DEGREE_TABLE.txt
3418,IRF5,135,142,277,H929_H3K27ac_DEGREE_TABLE.txt
3419,IRF6,137,145,282,H929_H3K27ac_DEGREE_TABLE.txt
3420,IRF7,134,151,285,H929_H3K27ac_DEGREE_TABLE.txt
3421,IRF9,145,148,293,H929_H3K27ac_DEGREE_TABLE.txt
3422,JUNB,150,138,288,H929_H3K27ac_DEGREE_TABLE.txt
3423,KLF1,147,153,300,H929_H3K27ac_DEGREE_TABLE.txt
3424,KLF10,142,153,295,H929_H3K27ac_DEGREE_TABLE.txt
3425,KLF13,152,138,290,H929_H3K27ac_DEGREE_TABLE.txt
3426,KLF16,136,152,288,H929_H3K27ac_DEGREE_TABLE.txt
3427,KLF9,142,152,294,H929_H3K27ac_DEGREE_TABLE.txt
3428,LHX3,139,145,284,H929_H3K27ac_DEGREE_TABLE.txt
3429,MAF,137,153,290,H929_H3K27ac_DEGREE_TABLE.txt
3430,MAFF,152,153,305,H929_H3K27ac_DEGREE_TABLE.txt
3431,MAZ,148,153,301,H929_H3K27ac_DEGREE_TABLE.txt
3432,MEF2C,150,150,300,H929_H3K27ac_DEGREE_TABLE.txt
3433,MEF2D,151,149,300,H929_H3K27ac_DEGREE_TABLE.txt
3434,MLX,152,96,248,H929_H3K27ac_DEGREE_TABLE.txt
3435,MLXIP,140,103,243,H929_H3K27ac_DEGREE_TABLE.txt
3436,MXI1,138,147,285,H929_H3K27ac_DEGREE_TABLE.txt
3437,MYBL2,140,115,255,H929_H3K27ac_DEGREE_TABLE.txt
3438,MYC,139,140,279,H929_H3K27ac_DEGREE_TABLE.txt
3439,NFATC2,145,148,293,H929_H3K27ac_DEGREE_TABLE.txt
3440,NFE2L1,144,136,280,H929_H3K27ac_DEGREE_TABLE.txt
3441,NFE2L2,136,136,272,H929_H3K27ac_DEGREE_TABLE.txt
3442,NFE2L3,145,149,294,H929_H3K27ac_DEGREE_TABLE.txt
3443,NFIC,123,150,273,H929_H3K27ac_DEGREE_TABLE.txt
3444,NFIL3,148,126,274,H929_H3K27ac_DEGREE_TABLE.txt
3445,NFIX,147,151,298,H929_H3K27ac_DEGREE_TABLE.txt
3446,NHLH1,119,147,266,H929_H3K27ac_DEGREE_TABLE.txt
3447,NR1D1,119,153,272,H929_H3K27ac_DEGREE_TABLE.txt
3448,NR1I3,150,110,260,H929_H3K27ac_DEGREE_TABLE.txt
3449,NR3C1,144,151,295,H929_H3K27ac_DEGREE_TABLE.txt
3450,PBX1,135,137,272,H929_H3K27ac_DEGREE_TABLE.txt
3451,PHOX2A,117,119,236,H929_H3K27ac_DEGREE_TABLE.txt
3452,PLAGL2,132,153,285,H929_H3K27ac_DEGREE_TABLE.txt
3453,POU2F1,128,152,280,H929_H3K27ac_DEGREE_TABLE.txt
3454,PPARD,138,143,281,H929_H3K27ac_DEGREE_TABLE.txt
3455,PRDM1,153,151,304,H929_H3K27ac_DEGREE_TABLE.txt
3456,PRDM10,115,125,240,H929_H3K27ac_DEGREE_TABLE.txt
3457,RARA,148,153,301,H929_H3K27ac_DEGREE_TABLE.txt
3458,RARG,151,153,304,H929_H3K27ac_DEGREE_TABLE.txt
3459,RUNX1,152,143,295,H929_H3K27ac_DEGREE_TABLE.txt
3460,RUNX2,152,152,304,H929_H3K27ac_DEGREE_TABLE.txt
3461,RXRA,137,153,290,H929_H3K27ac_DEGREE_TABLE.txt
3462,RXRB,138,153,291,H929_H3K27ac_DEGREE_TABLE.txt
3463,SIN3A,136,153,289,H929_H3K27ac_DEGREE_TABLE.txt
3464,SMAD7,153,143,296,H929_H3K27ac_DEGREE_TABLE.txt
3465,SNAPC4,144,126,270,H929_H3K27ac_DEGREE_TABLE.txt
3466,SOX11,140,152,292,H929_H3K27ac_DEGREE_TABLE.txt
3467,SOX15,148,153,301,H929_H3K27ac_DEGREE_TABLE.txt
3468,SOX4,137,153,290,H929_H3K27ac_DEGREE_TABLE.txt
3469,SP1,140,153,293,H929_H3K27ac_DEGREE_TABLE.txt
3470,SP3,120,153,273,H929_H3K27ac_DEGREE_TABLE.txt
3471,SREBF1,151,149,300,H929_H3K27ac_DEGREE_TABLE.txt
3472,TBX6,124,138,262,H929_H3K27ac_DEGREE_TABLE.txt
3473,TCF3,135,153,288,H929_H3K27ac_DEGREE_TABLE.txt
3474,TFAP2A,134,153,287,H929_H3K27ac_DEGREE_TABLE.txt
3475,THAP1,148,153,301,H929_H3K27ac_DEGREE_TABLE.txt
3476,USF1,144,145,289,H929_H3K27ac_DEGREE_TABLE.txt
3477,XBP1,151,127,278,H929_H3K27ac_DEGREE_TABLE.txt
3478,ZBED6,136,138,274,H929_H3K27ac_DEGREE_TABLE.txt
3479,ZBTB11,150,152,302,H929_H3K27ac_DEGREE_TABLE.txt
3480,ZBTB24,141,153,294,H929_H3K27ac_DEGREE_TABLE.txt
3481,ZBTB3,128,152,280,H929_H3K27ac_DEGREE_TABLE.txt
3482,ZBTB32,139,118,257,H929_H3K27ac_DEGREE_TABLE.txt
3483,ZBTB38,152,145,297,H929_H3K27ac_DEGREE_TABLE.txt
3484,ZBTB7A,123,151,274,H929_H3K27ac_DEGREE_TABLE.txt
3485,ZBTB7B,153,149,302,H929_H3K27ac_DEGREE_TABLE.txt
3486,ZFP1,136,152,288,H929_H3K27ac_DEGREE_TABLE.txt
3487,ZFP62,148,153,301,H929_H3K27ac_DEGREE_TABLE.txt
3488,ZFPM1,117,131,248,H929_H3K27ac_DEGREE_TABLE.txt
3489,ZNF114,142,116,258,H929_H3K27ac_DEGREE_TABLE.txt
3490,ZNF175,143,151,294,H929_H3K27ac_DEGREE_TABLE.txt
3491,ZNF217,152,113,265,H929_H3K27ac_DEGREE_TABLE.txt
3492,ZNF276,123,153,276,H929_H3K27ac_DEGREE_TABLE.txt
3493,ZNF283,133,153,286,H929_H3K27ac_DEGREE_TABLE.txt
3494,ZNF334,146,149,295,H929_H3K27ac_DEGREE_TABLE.txt
3495,ZNF335,144,151,295,H929_H3K27ac_DEGREE_TABLE.txt
3496,ZNF407,112,153,265,H929_H3K27ac_DEGREE_TABLE.txt
3497,ZNF48,149,146,295,H929_H3K27ac_DEGREE_TABLE.txt
3498,ZNF490,137,136,273,H929_H3K27ac_DEGREE_TABLE.txt
3499,ZNF516,137,120,257,H929_H3K27ac_DEGREE_TABLE.txt
3500,ZNF524,146,152,298,H929_H3K27ac_DEGREE_TABLE.txt
3501,ZNF580,146,150,296,H929_H3K27ac_DEGREE_TABLE.txt
3502,ZNF581,146,149,295,H929_H3K27ac_DEGREE_TABLE.txt
3503,ZNF592,129,90,219,H929_H3K27ac_DEGREE_TABLE.txt
3504,ZNF595,146,153,299,H929_H3K27ac_DEGREE_TABLE.txt
3505,ZNF652,150,152,302,H929_H3K27ac_DEGREE_TABLE.txt
3506,ZNF681,139,153,292,H929_H3K27ac_DEGREE_TABLE.txt
3507,ZNF688,133,131,264,H929_H3K27ac_DEGREE_TABLE.txt
3508,ZNF689,128,150,278,H929_H3K27ac_DEGREE_TABLE.txt
3509,ZNF718,146,152,298,H929_H3K27ac_DEGREE_TABLE.txt
3510,ZNF740,151,153,304,H929_H3K27ac_DEGREE_TABLE.txt
3511,ZNF76,138,151,289,H929_H3K27ac_DEGREE_TABLE.txt
3512,ZNF764,133,121,254,H929_H3K27ac_DEGREE_TABLE.txt
3513,ZNF768,133,153,286,H929_H3K27ac_DEGREE_TABLE.txt
3514,ZNF771,132,131,263,H929_H3K27ac_DEGREE_TABLE.txt
3515,ZNF775,135,151,286,H929_H3K27ac_DEGREE_TABLE.txt
3516,ZNF780A,140,152,292,H929_H3K27ac_DEGREE_TABLE.txt
3517,ZNF784,146,151,297,H929_H3K27ac_DEGREE_TABLE.txt
3518,ZNF785,133,123,256,H929_H3K27ac_DEGREE_TABLE.txt
3519,ZNF791,137,144,281,H929_H3K27ac_DEGREE_TABLE.txt
3520,AIRE,119,123,242,U266_H3K27ac_DEGREE_TABLE.txt
3521,ARID3A,102,120,222,U266_H3K27ac_DEGREE_TABLE.txt
3522,ARID5A,110,125,235,U266_H3K27ac_DEGREE_TABLE.txt
3523,ATF3,103,127,230,U266_H3K27ac_DEGREE_TABLE.txt
3524,ATF4,125,122,247,U266_H3K27ac_DEGREE_TABLE.txt
3525,ATF5,127,123,250,U266_H3K27ac_DEGREE_TABLE.txt
3526,BHLHE40,124,112,236,U266_H3K27ac_DEGREE_TABLE.txt
3527,BHLHE41,124,81,205,U266_H3K27ac_DEGREE_TABLE.txt
3528,CAD,97,121,218,U266_H3K27ac_DEGREE_TABLE.txt
3529,CAMTA2,121,24,145,U266_H3K27ac_DEGREE_TABLE.txt
3530,CEBPB,107,117,224,U266_H3K27ac_DEGREE_TABLE.txt
3531,CHD2,122,124,246,U266_H3K27ac_DEGREE_TABLE.txt
3532,CREB3L2,124,114,238,U266_H3K27ac_DEGREE_TABLE.txt
3533,CREB3L4,125,99,224,U266_H3K27ac_DEGREE_TABLE.txt
3534,CTCF,112,127,239,U266_H3K27ac_DEGREE_TABLE.txt
3535,CUX1,123,119,242,U266_H3K27ac_DEGREE_TABLE.txt
3536,DDIT3,118,115,233,U266_H3K27ac_DEGREE_TABLE.txt
3537,DMRTC2,121,90,211,U266_H3K27ac_DEGREE_TABLE.txt
3538,E2F2,127,125,252,U266_H3K27ac_DEGREE_TABLE.txt
3539,E2F3,118,127,245,U266_H3K27ac_DEGREE_TABLE.txt
3540,E2F4,124,118,242,U266_H3K27ac_DEGREE_TABLE.txt
3541,E2F6,114,127,241,U266_H3K27ac_DEGREE_TABLE.txt
3542,ELF2,108,113,221,U266_H3K27ac_DEGREE_TABLE.txt
3543,ELK3,113,98,211,U266_H3K27ac_DEGREE_TABLE.txt
3544,ERF,97,109,206,U266_H3K27ac_DEGREE_TABLE.txt
3545,FLI1,123,126,249,U266_H3K27ac_DEGREE_TABLE.txt
3546,FOSB,112,70,182,U266_H3K27ac_DEGREE_TABLE.txt
3547,FOSL1,117,113,230,U266_H3K27ac_DEGREE_TABLE.txt
3548,FOSL2,102,117,219,U266_H3K27ac_DEGREE_TABLE.txt
3549,FOXJ1,125,125,250,U266_H3K27ac_DEGREE_TABLE.txt
3550,FOXK2,121,111,232,U266_H3K27ac_DEGREE_TABLE.txt
3551,FOXN3,121,100,221,U266_H3K27ac_DEGREE_TABLE.txt
3552,GLI1,118,125,243,U266_H3K27ac_DEGREE_TABLE.txt
3553,HIVEP2,111,122,233,U266_H3K27ac_DEGREE_TABLE.txt
3554,HOMEZ,110,102,212,U266_H3K27ac_DEGREE_TABLE.txt
3555,HSF4,122,101,223,U266_H3K27ac_DEGREE_TABLE.txt
3556,IKZF1,118,126,244,U266_H3K27ac_DEGREE_TABLE.txt
3557,IKZF3,123,127,250,U266_H3K27ac_DEGREE_TABLE.txt
3558,IRF1,126,126,252,U266_H3K27ac_DEGREE_TABLE.txt
3559,IRF2,115,112,227,U266_H3K27ac_DEGREE_TABLE.txt
3560,IRF3,116,126,242,U266_H3K27ac_DEGREE_TABLE.txt
3561,IRF4,127,125,252,U266_H3K27ac_DEGREE_TABLE.txt
3562,IRF5,108,122,230,U266_H3K27ac_DEGREE_TABLE.txt
3563,IRF9,115,123,238,U266_H3K27ac_DEGREE_TABLE.txt
3564,IRX5,110,122,232,U266_H3K27ac_DEGREE_TABLE.txt
3565,JUNB,122,120,242,U266_H3K27ac_DEGREE_TABLE.txt
3566,KLF1,124,127,251,U266_H3K27ac_DEGREE_TABLE.txt
3567,KLF10,124,127,251,U266_H3K27ac_DEGREE_TABLE.txt
3568,KLF11,107,125,232,U266_H3K27ac_DEGREE_TABLE.txt
3569,KLF13,118,108,226,U266_H3K27ac_DEGREE_TABLE.txt
3570,KLF16,121,127,248,U266_H3K27ac_DEGREE_TABLE.txt
3571,KLF3,116,126,242,U266_H3K27ac_DEGREE_TABLE.txt
3572,KLF6,120,121,241,U266_H3K27ac_DEGREE_TABLE.txt
